enfermedad,user_post,lemma_post,user_comment,lemma_comment
Alzheimer,valdirene_pereiraz,['desconocido'],Reis,"['deus', 'lhe', 'muitir', 'psciêncis', 'pra', 'cuidar', 'vovó']"
Alzheimer,valdirene_pereiraz,['desconocido'],K🅰️UAN⚡️,"['vezes', 'espiritual', 'mesmo']"
Alzheimer,valdirene_pereiraz,['desconocido'],Luh♪★~×,"['vey', 'amar', 'idoso']"
Alzheimer,valdirene_pereiraz,['desconocido'],lua♡,"['pai', 'pai', 'ela', 'vem', 'buscar', 'novo', 'kakakakakakakakaka', 'morrendo']"
Alzheimer,valdirene_pereiraz,['desconocido'],"slk, é a mihh 💯🤷🏽‍♀️","['ela', 'quisesse']"
Alzheimer,ynesvalentinalope,['desconocido'],Valentina,"['decir', 'ver', 'reacción', 'ver', 'subconsciente', 'decir', 'efectivamente', 'carmín', 'querer', 'dar', 'sentimiento', 'año', 'cuidandola', 'corazón', 'irmir', 'dejar él']"
Alzheimer,ynesvalentinalope,['desconocido'],la colombianita🇨🇴,"['colombiano', 'llorar', 'venezolano', 'buena', 'persona', 'merecer', 'hacer']"
Alzheimer,ynesvalentinalope,['desconocido'],Anez Emilio,"['dio', 'diosssssssssss', 'grandemente', 'bendiga', 'recordar', 'abuela']"
Alzheimer,ynesvalentinalope,['desconocido'],clauurdaneta,['llorar']
Alzheimer,ynesvalentinalope,['desconocido'],douglasperez751,"['lloraste', 'llore', 'llorar']"
Alzheimer,ynesvalentinalope,['desconocido'],Rays Luque,"['poder', 'decir', 'venezolano', 'existir', 'cultura', 'respetar', 'hacia', 'adulto', 'mayor', 'encontrar', 'país', 'vez', 'cositar', 'tanto', 'abuelo', 'solito', 'ver', 'buen', 'aires', 'hacer', 'compra', 'diligencia', 'sufrir', 'caído', 'calle', 'ayuda', 'habla', 'decir', 'tocar', 'valer él', 'mismo', 'hijo', 'estar', 'ocupado', 'siquiera', 'visitar', 'vivir', 'mismo', 'ciudad', 'olvidado']"
Alzheimer,ynesvalentinalope,['desconocido'],Luis Echeverría,"['carmín', 'venezolano', 'amamo']"
Alzheimer,ynesvalentinalope,['desconocido'],KeepCalm,"['solo', 'diré', 'venezolano', 'junto', 'cubano', 'inmigrante', 'querido', 'mejor', 'integrado', 'españadir', 'laaaaargo']"
Alzheimer,ynesvalentinalope,['desconocido'],bleseeed,"['deír', 'cuidir', 'abuelita', 'hermoso']"
Alzheimer,ynesvalentinalope,['desconocido'],lizethmarsiglia1,"['ojito', 'desesperación']"
Alzheimer,ynesvalentinalope,['desconocido'],Josefa,"['hoy', 'poner', 'llorar', 'duré', 'tres', 'día', 'pedir', 'permiso', 'playa', 'decir', 'pensar', 'ido', 'dejaste']"
Alzheimer,ynesvalentinalope,['desconocido'],Maritza Zambrano,"['amor', 'venezolano', 'encontrar', 'todo', 'parte']"
Alzheimer,ynesvalentinalope,['desconocido'],Edmar Garcias,"['llévatela', 'venezuela', 'allá', 'darer', 'amor']"
Alzheimer,ynesvalentinalope,['desconocido'],blessed gineiscb,"['jejar', 'así', 'señora', 'cuido', 'hacer', 'maleta', 'pacer', 'irno', 'junto', 'casa', 'verano', 'cómo', 'olvidar', 'motivó', 'hacíame', 'decir', 'triste', 'vas', 'dejar', 'decir', 'voy', 'ninguno', 'lado', 'ir', 'casa', 'verano', 'jejejepd', 'día', 'llegar', 'igualpor', 'trabajo', 'soler', 'ser', 'siempreal', 'menos', 'fuerte', 'fácil', 'ser', 'interno']"
Alzheimer,ynesvalentinalope,['desconocido'],Roxy Vasquez,"['hiciste', 'llorar', 'gratis']"
Alzheimer,ynesvalentinalope,['desconocido'],armando cañon,"['venezolana', 'dejar', 'corazón', 'roto', 'ar', 'querer', 'muchoooo']"
Alzheimer,ynesvalentinalope,['desconocido'],Cristhofer Velasco,"['ir', 'hacer', 'querer yo']"
Alzheimer,ynesvalentinalope,['desconocido'],𝓔𝓽𝓮𝓻𝓷𝓪𝓵 𝓢𝓹𝓻𝓲𝓷𝓰,"['vídeo', 'agarré', 'cariño', 'carmín']"
Alzheimer,ynesvalentinalope,['desconocido'],Kari Marcano🌼,"['pídelir', 'perdón']"
Alzheimer,ynesvalentinalope,['desconocido'],S🌈,"['dio', 'bendecir']"
Alzheimer,ynesvalentinalope,['desconocido'],clarivel reyes mora,"['lindo', 'aduelito']"
Alzheimer,ynesvalentinalope,['desconocido'],El Ken🇪🇦,"['chica', 'haga', 'pobechito', 'abuelito', 'deber', 'ser', 'eterna']"
Alzheimer,ynesvalentinalope,['desconocido'],mensy,"['penaque', 'bonito']"
Alzheimer,ynesvalentinalope,['desconocido'],Cris🌸,"['trabajo', 'niñerar', 'justo', 'mes', 'casual', 'hoy', 'día', 'libre', 'nena', 'decir', 'cris', 'jugar', 'tarde', 'respondí', 'chico', 'hoy', 'voy', 'decir', 'venezuela', 'familia', 'luego', 'decir', 'mamá', 'papá', 'hermano', 'familio', 'feliz', 'haberme', 'ganar', 'amor', 'tanto', 'puro']"
Alzheimer,ynesvalentinalope,['desconocido'],"Emma Sofía ,🇻🇪&🇨🇱","['carmín', 'venezolano', 'querer']"
Alzheimer,ynesvalentinalope,['desconocido'],Valen bacca 🍒,"['ahí', 'sentimiento', 'dar', 'lloré', 'tanto', 'bello', 'bonito']"
Alzheimer,ynesvalentinalope,['desconocido'],Mautips,"['abuelito', 'alzheimer']"
Alzheimer,ynesvalentinalope,['desconocido'],Palomalusal,"['favor', 'adorable']"
Alzheimer,ynesvalentinalope,['desconocido'],Lucy Pace,"['permiso', 'llorar', 'soldado']"
Alzheimer,ynesvalentinalope,['desconocido'],cubanitarodriguez,"['mori', 'ternura']"
Alzheimer,ynesvalentinalope,['desconocido'],Zuly,"['querer', 'venezuela', 'alla', 'quiero', 'llevenme', 'esposo', 'deportar', 'allá']"
Alzheimer,ynesvalentinalope,['desconocido'],🅰🅶🆄🆂🅼🅰🆁🆈👑🅵🅻🅾🆁🅴🆂,['lindo']
Alzheimer,ynesvalentinalope,['desconocido'],salome,"['querer', 'hermosura']"
Alzheimer,ynesvalentinalope,['desconocido'],Demlaii,"['aquí', 'llorar']"
Alzheimer,ynesvalentinalope,['desconocido'],🌟Jefferson🐻,"['querer', 'carmín', 'dej', 'solo']"
Alzheimer,ynesvalentinalope,['desconocido'],Gregoria Lugo,"['jugar', 'sentimiento']"
Alzheimer,ynesvalentinalope,['desconocido'],kenita🌼💕,['llevar']
Alzheimer,ynesvalentinalope,['desconocido'],La negra de Arauca 🤠,"['esposo', 'venezolano', 'mitad', 'corazón', 'venezolano', 'colombiano', 'único', 'decir', 'malo', 'hacer', 'malo', 'voy', 'venezuela']"
Alzheimer,ynesvalentinalope,['desconocido'],amelialloreda,"['pobriña', 'señora', 'sentimiento', 'deír']"
Alzheimer,ynesvalentinalope,['desconocido'],Dinesky Vega,"['diosss', 'parecer', 'niña', 'bello', 'jamás', 'dej']"
Alzheimer,ynesvalentinalope,['desconocido'],danna🎀,"['dinero', 'llamo']"
Alzheimer,ynesvalentinalope,['desconocido'],Barinas,"['carmín', 'venezuela', 'querer', 'muchísimo']"
Alzheimer,ynesvalentinalope,['desconocido'],Roxy Morey. con Dios todo,"['mucho', 'carmina', 'hacer', 'llorar', 'propio', 'wifi']"
Alzheimer,ynesvalentinalope,['desconocido'],Andres.Makeup,"['aquí', 'mañana', 'llorar']"
Alzheimer,ynesvalentinalope,['desconocido'],Zan,"['hiciste', 'llorar', 'dejesss']"
Alzheimer,ynesvalentinalope,['desconocido'],Ana Milano,"['lindo', 'carmín', 'hermán', 'dej', 'solo']"
Alzheimer,ynesvalentinalope,['desconocido'],Stefany,"['isiste', 'iso', 'salierar', 'lágrima']"
Alzheimer,ynesvalentinalope,['desconocido'],Gaby❄,"['dio', 'mio', 'linda', 'nota', 'amor', 'persona', 'querer', 'luego', 'familiar', 'decir', 'cuidadora', 'hacer', 'dar', 'amor', 'felicidad', 'dar']"
Alzheimer,ynesvalentinalope,['desconocido'],YOSS 📸🧬,['llorir']
Alzheimer,ynesvalentinalope,['desconocido'],Gregory Rjs.,"['aqui', 'amamos', 'carmín', 'querer', 'dej']"
Alzheimer,ayudarteaayudar,['desconocido'],carolaaguileramz,"['cómo', 'hacer', 'entender', 'entorno', 'persona', 'enferma', 'inventar', 'historia', 'pelea', 'ocurrir', 'hacer', 'diferencia', 'persón', 'enfermar', 'mucho', 'vez', 'crisis', 'medicación']"
Alzheimer,ayudarteaayudar,['desconocido'],Cristina,"['tal', 'recordar', 'importar']"
Alzheimer,ayudarteaayudar,['desconocido'],Belkis,"['entretener', 'música', 'baile']"
Alzheimer,ayudarteaayudar,['desconocido'],Evelyn Calderon,['cruel']
Alzheimer,ayudarteaayudar,['desconocido'],VenusLeoMiaAgro,"['gracias', 'mensaje', 'bueno', 'familia', 'acordar', 'importante', 'hermano', 'sobrino', 'ahí', 'siempre', 'aunq', 'físicamente', 'llamado']"
Alzheimer,ayudarteaayudar,['desconocido'],DeliMar Yogurt,[]
Alzheimer,ayudarteaayudar,['desconocido'],DeliMar Yogurt,[]
Alzheimer,ayudarteaayudar,['desconocido'],katy,[]
Alzheimer,ayudarteaayudar,['desconocido'],Pilar Alzamora del Camino,[]
Alzheimer,ayudarteaayudar,['desconocido'],mariadelcarmengar0107,[]
Alzheimer,ayudarteaayudar,['desconocido'],sam,[]
Alzheimer,ayudarteaayudar,['desconocido'],Yola Guanchez,[]
Alzheimer,ayudarteaayudar,['desconocido'],S,[]
Alzheimer,ayudarteaayudar,['desconocido'],Lucia Jacome,[]
Alzheimer,ayudarteaayudar,['desconocido'],Alicia Castillo Leiva,[]
Alzheimer,ayudarteaayudar,['desconocido'],Juaquin Sepulveda,[]
Alzheimer,ayudarteaayudar,['desconocido'],user3590360216323,[]
Alzheimer,ayudarteaayudar,['desconocido'],vieja,"['madrir', 'añoscon', 'alzheimer', 'hablar', 'cama', 'triste', 'enfermedad', 'lleno', 'mucho', 'flema', 'allar', 'quedar él']"
Alzheimer,ayudarteaayudar,['desconocido'],yo misma,"['gracias', 'cierto', 'cuidador', 'necesitar', 'amor', 'apoyo', 'ser', 'querer', 'padecer', 'cruel', 'enfermedad']"
Alzheimer,ayudarteaayudar,['desconocido'],Mary Peña garcia,"['cruel', 'enfermedadmi', 'madre', 'morir', 'mano', 'recordar']"
Alzheimer,ayudarteaayudar,['desconocido'],Isabel Torres,"['enfermedad', 'triste']"
Alzheimer,ayudarteaayudar,['desconocido'],Eda Angelica Rojas S,"['medicamento', 'terapiar', 'vitamina', 'detener', 'enfermedad', 'avance', 'lento', 'espiso', 'año', 'independiente']"
Alzheimer,ayudarteaayudar,['desconocido'],noe,"['mamá', 'año', 'camar', 'miedo', 'caminar', 'usar', 'sonda', 'hacer', 'pis', 'insuficiencia', 'renal', 'azeimer', 'hacer', 'año', 'día', 'duro', 'tranquilos', 'persona', 'acompañar', 'desgaste', 'físico', 'mental', 'tratar', 'hacer', 'mejor', 'triste', 'ver él', 'así']"
Alzheimer,tuenfermeroadrian,['desconocido'],espantapavos,"['hola', 'adrián', 'padre', 'buscar', 'dinero', 'pensar', 'robado', 'poner', 'dinero', 'falso', 'encontrar', 'haber', 'quedar', 'tranquilo', 'servir', 'gracias', 'ayuda']"
Alzheimer,tuenfermeroadrian,['desconocido'],Maria Eugenia Márquez Díaz,"['madre', 'síntoma', 'primero', 'fasey', 'año']"
Alzheimer,tuenfermeroadrian,['desconocido'],Luxi Torres Yarbouh,"['papá', 'etapar']"
Alzheimer,tuenfermeroadrian,['desconocido'],oliolimm,"['madre', 'pasado', 'fase', 'violencia', 'empezar', 'costar', 'moversepero', 'embargo', 'olvidar', 'cosa', 'acuerdo', 'familiar']"
Alzheimer,tuenfermeroadrian,['desconocido'],Rox,"['andar', 'tampoco', 'callar', 'momento', 'día', 'noche', 'tiempo', 'decir', 'venir', 'buscar', 'reconocer', 'casa']"
Alzheimer,tuenfermeroadrian,['desconocido'],Dragon Ball Fans,"['pasar', 'primero', 'siempre', 'ser', 'despistar', 'deber', 'preocupar yo']"
Alzheimer,tuenfermeroadrian,['desconocido'],Mónica,"['madre', 'fase', 'leve', 'preocupar', 'saber', 'cuándo', 'pasar', 'fasees', 'triste', 'saber', 'cuándo', 'cambiar']"
Alzheimer,tuenfermeroadrian,['desconocido'],eldaquirozpinargo,"['haga', 'asustar']"
Alzheimer,tuenfermeroadrian,['desconocido'],ραтч 🫧,"['apáha', 'empezado', 'ser', 'agresivo', 'aún', 'tomar', 'jamás', 'parte', 'demencia', 'creer', 'etapa', 'aunque', 'solo', 'detalle']"
Alzheimer,tuenfermeroadrian,['desconocido'],Dianik Quintero,"['mamá', 'tercero', 'etapa', 'dejado', 'caminar', 'demá', 'tal', 'dicho']"
Alzheimer,tuenfermeroadrian,['desconocido'],Diebra,"['mamá', 'aún', 'ser', 'diagnosticar', 'perder', 'cosa', 'parecer', 'memoria', 'segundo', 'esconder', 'colocar', 'lugar', 'ir', 'volver', 'lento']"
Alzheimer,tuenfermeroadrian,['desconocido'],Flor Nativa,"['madre', 'pasar', 'cinco', 'etapa']"
Alzheimer,tuenfermeroadrian,['desconocido'],Mersejag,"['solución', 'suplemento', 'vit', 'ejerciciir', 'fuerzasocializarpasear', 'aire', 'libre', 'bebésmascota', 'tarea', 'rutina', 'sentir él', 'querido', 'útil', 'buen', 'alimentación', 'nutro', 'hidratación', 'descanso']"
Alzheimer,tuenfermeroadrian,['desconocido'],la juli,"['mucho', 'gracia', 'ayudado', 'muchoa', 'madre', 'detectar', 'julio', 'ir', 'pobre', 'rápido', 'duer yo', 'mal', 'noches', 'levantar', 'muchoy', 'día', 'pues', 'casi', 'día', 'dormir']"
Alzheimer,tuenfermeroadrian,['desconocido'],vieja,"['mamá', 'año', 'alzheimer', 'camina', 'hacer él', 'triste']"
Alzheimer,tuenfermeroadrian,['desconocido'],Peri,"['valer', 'morire', 'fase']"
Alzheimer,tuenfermeroadrian,['desconocido'],liliana riaño,"['doc', 'suponer', 'etapa']"
Alzheimer,tuenfermeroadrian,['desconocido'],@1982,"['mayoría', 'así']"
Alzheimer,tuenfermeroadrian,['desconocido'],Nanny Ruiz,"['excelente', 'explicación', 'saber', 'explicar', 'bien', 'mamá', 'alzheimer', 'siii', 'menciona', 'así', 'tener', 'mucho', 'paciencia', 'ser', 'creativo', 'amor']"
Alzheimer,tuenfermeroadrian,['desconocido'],juana,"['hola', 'doc', 'cuanta', 'etapa', 'demencia']"
Alzheimer,tuenfermeroadrian,['desconocido'],Daisy Mota,"['madre', 'paso', 'fase']"
Alzheimer,tuenfermeroadrian,['desconocido'],espantapavos,"['hola', 'adrián', 'padre', 'gente', 'imagín', 'ejemplo', 'decir', 'dos', 'hombre', 'arreglar', 'cuarto', 'baño', 'sigo', 'corriente', 'hacer', 'ver', 'verdad', 'gracias', 'saludo']"
Alzheimer,tuenfermeroadrian,['desconocido'],Ratón Perez,"['pues', 'ir', 'primero']"
Alzheimer,tuenfermeroadrian,['desconocido'],Eda Angelica Rojas S,"['depender', 'horganismo', 'cada', 'persona']"
Alzheimer,tuenfermeroadrian,['desconocido'],user4128161045547,"['entonces', 'alzheimer', 'naci']"
Alzheimer,tuenfermeroadrian,['desconocido'],mariadolores4023,"['faltar', 'cosa', 'dicho']"
Alzheimer,tuenfermeroadrian,['desconocido'],GLORIAR,"['excelente', 'explicación']"
Alzheimer,tuenfermeroadrian,['desconocido'],chelo Moreno,"['madre', 'sufrir']"
Alzheimer,tuenfermeroadrian,['desconocido'],rosalia,"['buena', 'noche']"
Alzheimer,tuenfermeroadrian,['desconocido'],ely,"['cuánto', 'tiempo', 'durar', 'menos', 'cada', 'etapa']"
Alzheimer,tuenfermeroadrian,['desconocido'],eldaquirozpinargo,"['casi', 'padado']"
Alzheimer,tuenfermeroadrian,['desconocido'],Mersejag,"['ayudo', 'solución', 'definitivo', 'mejora', 'calidad', 'vida']"
Alzheimer,tuenfermeroadrian,['desconocido'],La chica del paraguas rojo,"['tenia', 'pelo', 'largo', 'recogía', 'roetar', 'noches', 'soltar', 'peinar', 'esperar', 'manuel', 'ver', 'manuel', 'cuánto', 'tardar', 'nocheya', 'decir', 'metiera', 'politico']"
Alzheimer,tuenfermeroadrian,['desconocido'],Gloria Maria Vicente,"['fase', 'pastilla', 'memorio', 'efectivo', 'hacer']"
Alzheimer,tuenfermeroadrian,['desconocido'],franciscomanuelal65,"['amigoel', 'alzheimer', 'fasesno', 'tres']"
Alzheimer,tuenfermeroadrian,['desconocido'],consuelotorres334,"['viejito', 'etapa', 'terminal']"
Alzheimer,tuenfermeroadrian,['desconocido'],Helen Cortes,"['dio', 'santos', 'así', 'pierdo', 'cosa', 'encuentro', 'recordar']"
Alzheimer,tuenfermeroadrian,['desconocido'],my_any,"['holar', 'padre', 'alzheimer', 'demencia', 'vascular', 'cuesta', 'decir', 'querer', 'usar', 'rev', 'fase', 'intermediar', 'ssludo']"
Alzheimer,tuenfermeroadrian,['desconocido'],Carmen Gomez Zuñiga,"['deterioro', 'cognitivo', 'diagnosticar', 'familiar', 'decir', 'fase', 'alzheimer']"
Alzheimer,tuenfermeroadrian,['desconocido'],Vamy,"['caso', 'demencia', 'vascular', 'etapa', 'cuanto', 'tiempo', 'pasar', 'cada', 'fase', 'padre', 'etapar']"
Alzheimer,tuenfermeroadrian,['desconocido'],La chica del paraguas rojo,"['deber', 'olvidar', 'momento', 'porq', 'señora', 'pasar', 'puerta', 'decir', 'mal', 'demonio', 'llevar', 'abuelo', 'deber', 'llerar', 'momento', 'olvidar él', 'morir', 'esperar', 'volvier']"
Alzheimer,tuenfermeroadrian,['desconocido'],La chica del paraguas rojo,"['cuidar', 'tierra', 'mientras', 'volver', 'manuel', 'nacional', 'llevar', 'cosecha', 'aceite', 'esconder', 'bajo', 'tierra', 'porq', 'sustento', 'sustento', 'niño']"
Alzheimer,tuenfermeroadrian,['desconocido'],girasol gri .5801,[]
Alzheimer,tuenfermeroadrian,['desconocido'],FRAN,[]
Alzheimer,tuenfermeroadrian,['desconocido'],mariamargaritap32,[]
Alzheimer,tuenfermeroadrian,['desconocido'],Estrella,[]
Alzheimer,tuenfermeroadrian,['desconocido'],Luisa Fidalgo Lorenzana,[]
Alzheimer,tuenfermeroadrian,['desconocido'],dolent50,[]
Alzheimer,tuenfermeroadrian,['desconocido'],Gloria Martinez4983,[]
Alzheimer,tuenfermeroadrian,['desconocido'],Rosa María Alfonso Canchado,[]
Alzheimer,maggy_abue,['desconocido'],Juce 🥰🥰🥰,"['deír', 'personaje', 'deír', 'infancia', 'deír', 'felicidad', 'mejor', 'saco', 'sonrisa', 'bello', 'abuela', 'bello', 'querer']"
Alzheimer,maggy_abue,['desconocido'],AutoRecien,"['edad', 'tremendo']"
Alzheimer,maggy_abue,['desconocido'],wakim,['joking']
Alzheimer,maggy_abue,['desconocido'],Me,"['dar', 'miedo']"
Alzheimer,maggy_abue,['desconocido'],MI NIÑA HERMOSA 🙏😍,"['ruego', 'dio', 'ver yo', 'así', 'ser', 'estorbo', 'hijo', 'derecho', 'ser', 'feliz', 'vivir', 'vida', 'carga']"
Alzheimer,maggy_abue,['desconocido'],esmechavira1,"['jajajaja', 'bella']"
Alzheimer,maggy_abue,['desconocido'],Victor RMZ22,"['dar', 'alivio', 'ver', 'broma', 'juro']"
Alzheimer,maggy_abue,['desconocido'],yami,['lindo']
Alzheimer,maggy_abue,['desconocido'],chantal,"['bello', 'ameee']"
Alzheimer,maggy_abue,['desconocido'],withfirjoles      ❤︎,"['hermoso', 'malo', 'disfruta']"
Alzheimer,maggy_abue,['desconocido'],stefaniiparra17,"['abuelo', 'ternura']"
Alzheimer,maggy_abue,['desconocido'],Cristhian Matos205,"['dio', 'bendiga', 'abuelito', 'dar', 'tener', 'vivo']"
Alzheimer,maggy_abue,['desconocido'],yinet,"['comentar', 'sufrir', 'abuela', 'feliz', 'jugar']"
Alzheimer,maggy_abue,['desconocido'],Matriarch Strigoi,"['viejito', 'volver', 'ser', 'niño']"
Alzheimer,maggy_abue,['desconocido'],Yani,"['querer', 'ser', 'problema', 'hijo', 'dio']"
Alzheimer,maggy_abue,['desconocido'],Yisero Belén,"['deír', 'miedo']"
Alzheimer,maggy_abue,['desconocido'],Jisoo,"['esperar', 'mamá', 'nunca', 'piense', 'comentario', 'niña', 'hermoso', 'nunca', 'carga', 'desvivirio', 'obvio', 'esperar', 'nunca', 'pasar', 'pasar', 'aquí']"
Alzheimer,maggy_abue,['desconocido'],Ginger Vargas,"['abuelito', 'ganar', 'amor', 'nieto', 'deber', 'ser', 'eterno']"
Alzheimer,maggy_abue,['desconocido'],Lorena cortez,"['hijo', 'amar', 'padre', 'jamás', 'estorbo', 'bendicion']"
Alzheimer,maggy_abue,['desconocido'],Brochimania,"['abuela', 'cagado', 'jajaja', 'dio', 'bendiga']"
Alzheimer,maggy_abue,['desconocido'],Elisbeth Rea,"['seguir', 'disfrutar', 'abuelita', 'extraño', 'demasiado']"
Alzheimer,maggy_abue,['desconocido'],Mayra,"['claro', 'carga', 'madre']"
Alzheimer,maggy_abue,['desconocido'],Rouss Solavad,"['entendio', 'albur', 'jajajaja']"
Alzheimer,maggy_abue,['desconocido'],Diana Campos,"['cuanro', 'dar', 'cargar', 'abuelita', 'así', 'soltar él', 'viejo']"
Alzheimer,maggy_abue,['desconocido'],sabri,"['hermosura', 'video', 'amir']"
Alzheimer,maggy_abue,['desconocido'],yudexy mendoza,"['vídeo', 'bello', 'recuerdoooo']"
Alzheimer,maggy_abue,['desconocido'],Alexka maneiro,"['dar', 'gana', 'tener', 'jajaaja']"
Alzheimer,maggy_abue,['desconocido'],Lis,"['caso', 'benjamina']"
Alzheimer,maggy_abue,['desconocido'],Nadie,"['jajjajajaj', 'jaja']"
Alzheimer,maggy_abue,['desconocido'],Fabian Montenegro,"['bencicion', 'llegar', 'edad', 'tener', 'quiera', 'asi']"
Alzheimer,maggy_abue,['desconocido'],aurelisdosramos,"['entender', 'gente', 'criticar', 'lleno', 'amor']"
Alzheimer,maggy_abue,['desconocido'],yes🏳️‍🌈🏳️‍🌈molina,"['jajajajajar', 'tanto', 'bonito', 'ameee']"
Alzheimer,maggy_abue,['desconocido'],Lau  Vanessa Martine,"['jajajaj', 'verdadero', 'fortuna', 'llegar', 'edad', 'tener', 'dios', 'alma', 'contar', 'persona', 'aún', 'después', 'viejo', 'amen']"
Alzheimer,maggy_abue,['desconocido'],SOY LA MUJER DE INFANTINO,"['dio', 'bendigar', 'bro', 'haer', 'haz']"
Alzheimer,maggy_abue,['desconocido'],Carmen,"['maravilla', 'personadio', 'bendigar', 'gesto', 'cargar él', 'tratar él', 'así', 'demuestra', 'nobleza', 'corazón']"
Alzheimer,maggy_abue,['desconocido'],Susana parra,"['querer', 'querer', 'grabar', 'mejor', 'video', 'vida', 'dio', 'bendigar', 'siempre']"
Alzheimer,maggy_abue,['desconocido'],Eliofranci Barroso,"['mira', 'bebesito', 'lindo', 'actriz']"
Alzheimer,maggy_abue,['desconocido'],Paola Espin 💕🌹,"['abuelita', 'encanto', 'dios', 'bendiga']"
Alzheimer,maggy_abue,['desconocido'],⸸ 𖤐 𝕵𝖚𝖆𝖓 𝖉𝖎𝖊𝖌𝖔 𖤐 ⸸,"['poder', 'lastimar']"
Alzheimer,maggy_abue,['desconocido'],user21033884738613 Edma Duarte,"['estarir', 'jugar', 'así', 'volver', 'dio', 'dicho', 'llegar', 'edad', 'esq', 'llegar']"
Alzheimer,maggy_abue,['desconocido'],Rosanna Cuevas,"['lindo', 'familia', 'dios', 'brndiga', 'abuelita', 'mas', 'chulo']"
Alzheimer,maggy_abue,['desconocido'],tu consentida 😋☘️♌🌸💯,"['linda', 'amor', 'familia', 'dios', 'bendiga']"
Alzheimer,maggy_abue,['desconocido'],Dalsen30,['abuelito']
Alzheimer,maggy_abue,['desconocido'],@drianyelis,"['abuela', 'hermoso', 'extraño', 'cuidalar', 'amala', 'hazla', 'feliz', 'dios', 'bendigo']"
Alzheimer,maggy_abue,['desconocido'],dulce maria,"['hermoso', 'abuelito', 'hacer', 'trabajo', 'bien', 'hecho', 'joven', 'amor']"
Alzheimer,maggy_abue,['desconocido'],Luisa Godoy,"['dio', 'bendiga', 'flia']"
Alzheimer,maggy_abue,['desconocido'],Mayra Loor,"['lindo', 'hijo', 'hermoso', 'mamito', 'jehová', 'bendigo', 'siempre']"
Alzheimer,maggy_abue,['desconocido'],Heidi 2x2,"['allá', 'ir', 'hermoso', 'llegar', 'edad', 'echar', 'broma', 'jajajaja']"
Alzheimer,maggy_abue,['desconocido'],YULIAN_TE INFORMA,"['seee', 'parecer', 'teatroperdón', 'discúlpenme', 'pensar', 'mal']"
Alzheimer,maggy_abue,['desconocido'],soy OMAR H,"['bien', 'llegar', 'edad', 'humor']"
Alzheimer,dramangapmom,['desconocido'],đời là cõi tạm ( sang lùng),"['một', 'người', 'hiếu']"
Alzheimer,dramangapmom,['desconocido'],Cửa Hàng Gia Dụng - Tiện Lợi,"['vừa', 'nộp', 'thuế', 'phút', 'trc', 'phút', 'sau', 'lại', 'đòi', 'cho', 'hỏi', 'phải', 'bệnh', 'giống', 'không']"
Alzheimer,dramangapmom,['desconocido'],Việt Thành,"['bệnh', 'này', 'vậy']"
Alzheimer,dramangapmom,['desconocido'],ngọc (ngẹt),"['tao', 'đòi', 'thì', 'kêu', 'phải', 'bệnh', 'giống', 'trog', 'video']"
Alzheimer,dramangapmom,['desconocido'],baoh đi chấm thì đổi tên,['tôi']
Alzheimer,dramangapmom,['desconocido'],AHK_Tr!_D@nh,"['tui', 'chỉ', 'hưởng', 'thọ', 'thôi']"
Alzheimer,dramangapmom,['desconocido'],!.,"['tui', 'đang', 'tuổi', 'cũng', 'lâu', 'nhớ', 'hết', 'cháu', 'chỉ', 'nhớ', 'ông']"
Alzheimer,dramangapmom,['desconocido'],Linh hami,"['chú', 'đâu', 'đánh', 'mình', 'đâu', 'giả', 'đánh', 'thôi']"
Alzheimer,dramangapmom,['desconocido'],VkAI,"['nam', 'phật', 'hãy', 'niệm']"
Alzheimer,dramangapmom,['desconocido'],M.Tú,"['tôi', 'cũng', 'bệnh']"
Alzheimer,dramangapmom,['desconocido'],Thành Công🍠,"['tức', 'quá', 'lên', 'cơn', 'đâu', 'tim', 'luôn']"
Alzheimer,dramangapmom,['desconocido'],lộc ⚽🏆😎,"['chúc', 'khỏe', 'mạnh']"
Alzheimer,dramangapmom,['desconocido'],tuan2k12ok,"['tôi', 'tuổi', 'mất', 'bởi', 'bệnh', 'hiểm', 'cách', 'đây', 'năm']"
Alzheimer,dramangapmom,['desconocido'],Phương,"['dép', 'tay', 'nhma', 'làm', 'đau', 'mik']"
Alzheimer,dramangapmom,['desconocido'],Tùng,"['trai', 'thương', 'nhất']"
Alzheimer,dramangapmom,['desconocido'],k'Doanh,"['cũng', 'vậyhay', 'chọc', 'đánh']"
Alzheimer,dramangapmom,['desconocido'],Phượng Sồ,"['bệnh', 'này', 'phát', 'hiện', 'sớm', 'làm', 'sạp', 'hàng', 'bán', 'lặt', 'vặt', 'cho', 'bán', 'nhiều']"
Alzheimer,dramangapmom,['desconocido'],Thanh Trang,"['nhớ', 'tui', 'cũng', 'bệnh', 'nàytui', 'cũng', 'trêu', 'làm', 'bực', 'mình', 'nhiều', 'khi', 'chọc', 'cho', 'oánh', 'nhưng', 'giờ', 'tui', 'gần', 'ngày', 'rồi']"
Alzheimer,dramangapmom,['desconocido'],gái đẹp lụm xum🥷,[]
Alzheimer,dramangapmom,['desconocido'],看起来很好吃👀,"['bao', 'ngày', 'ngóng']"
Alzheimer,dramangapmom,['desconocido'],bùi tuấn,"['zai', 'gần', 'như', 'thương', 'quá', 'nhiều']"
Alzheimer,dramangapmom,['desconocido'],Huy,"['thương', 'vazz']"
